time,I_YSZ_bottom,dt,eta_total,j_YSZ_bottom,numerical_phi_YSZ,phi_LSM_model
0,0,0,0,0,0.036069999999999,1.07272
0.01,-1.0858595744182e-08,0.01,0.004,-0.010896700334047,0.036069999999999,1.06872
0.029,-3.1402352026898e-08,0.019,0.0116,-0.031512548020282,0.036069999999999,1.06112
0.0651,-7.1944170342212e-08,0.0361,0.02604,-0.072196634212189,0.036069999999999,1.04668
0.1,-1.146201869755e-07,0.0349,0.04,-0.11502240797331,0.036069999999999,1.03272
0.2,-2.7178775113513e-07,0.1,0.08,-0.27274149884169,0.036069999999999,0.99272
0.3,-5.1204360229717e-07,0.1,0.12,-0.51384044711194,0.036069999999999,0.95272
0.4,-8.7801299576689e-07,0.1,0.16,-0.88109408708738,0.036069999999999,0.91272
0.5,-1.4220704316109e-06,0.1,0.2,-1.4270607095283,0.036069999999999,0.87272
0.6,-2.2091461073821e-06,0.1,0.24,-2.216898362679,0.036069999999999,0.83272
0.72,-3.5724300935437e-06,0.12,0.288,-3.5849663354984,0.036069999999999,0.78472
0.864,-5.9296609138964e-06,0.144,0.3456,-5.9504690646451,0.036069999999999,0.72712
1,-8.9055747174088e-06,0.136,0.4,-8.9368258368092,0.036069999999999,0.67272
