time,I_YSZ_bottom,dt,eta_total,j_YSZ_bottom,numerical_phi_YSZ,phi_LSM_model
0,0,0,0,0,0.036069999999999,1.07272
0.01,-1.3934650439413e-08,0.01,0.004,-0.01398354940871,0.036069999999999,1.06872
0.029,-4.0313472504199e-08,0.019,0.0116,-0.040454939077964,0.036069999999999,1.06112
0.0651,-9.2601801143447e-08,0.0361,0.02604,-0.092926756021269,0.036069999999999,1.04668
0.1,-1.4814698444491e-07,0.0349,0.04,-0.1486668564629,0.036069999999999,1.03272
0.2,-3.5653990661242e-07,0.1,0.08,-0.35779106350528,0.036069999999999,0.99272
0.3,-6.7873217346252e-07,0.1,0.12,-0.68111395575808,0.036069999999999,0.95272
0.4,-1.1583331715175e-06,0.1,0.16,-1.1623979522191,0.036069999999999,0.91272
0.5,-1.8381766140318e-06,0.1,0.2,-1.844627076654,0.036069999999999,0.87272
0.6,-2.7613849054825e-06,0.1,0.24,-2.7710750571156,0.036069999999999,0.83272
0.72,-4.2459077150182e-06,0.12,0.288,-4.2608073001854,0.036069999999999,0.78472
0.864,-6.6215970430435e-06,0.144,0.3456,-6.6448333109296,0.036069999999999,0.72712
1,-9.4561897020385e-06,0.136,0.4,-9.4893730195478,0.036069999999999,0.67272
