time,I_YSZ_bottom,dt,eta_total,j_YSZ_bottom,numerical_phi_YSZ,phi_LSM_model
0,0,0,0,0,0.036069999999998,1.07272
0.01,-7.1459532673934e-09,0.01,0.004,-0.0071710295871005,0.036069999999998,1.06872
0.029,-2.0684413787928e-08,0.019,0.0116,-0.020756998781657,0.036069999999998,1.06112
0.0651,-4.7621995137654e-08,0.0361,0.02604,-0.047789108513641,0.036069999999998,1.04668
0.1,-7.6474520156569e-08,0.0349,0.04,-0.076742881765599,0.036069999999998,1.03272
0.2,-1.8760126833345e-07,0.1,0.08,-0.18825959189171,0.036069999999998,0.99272
0.3,-3.6752406746387e-07,0.1,0.12,-0.36881376957511,0.036069999999998,0.95272
0.4,-6.5077678531092e-07,0.1,0.16,-0.65306046757356,0.036069999999998,0.91272
0.5,-1.0793462588216e-06,0.1,0.2,-1.0831338615176,0.036069999999998,0.87272
0.6,-1.7074962281782e-06,0.1,0.24,-1.713488111936,0.036069999999998,0.83272
0.72,-2.81637662951e-06,0.12,0.288,-2.8262597561041,0.036069999999998,0.78472
0.864,-4.7943139751042e-06,0.144,0.3456,-4.8111380076044,0.036069999999998,0.72712
1,-7.3760894010447e-06,0.136,0.4,-7.4019733061148,0.036069999999998,0.67272
