time,I_YSZ_bottom,dt,eta_total,j_YSZ_bottom,numerical_phi_YSZ,phi_LSM_model
0,0,0,0,0,0.036069999999999,1.07272
0.01,-8.1181575821263e-09,0.01,0.004,-0.0081466455259099,0.036069999999999,1.06872
0.029,-2.3480668997249e-08,0.019,0.0116,-0.023563066508215,0.036069999999999,1.06112
0.0651,-5.3874858186062e-08,0.0361,0.02604,-0.054063913881991,0.036069999999999,1.04668
0.1,-8.6040385004452e-08,0.0349,0.04,-0.08634231479903,0.036069999999999,1.03272
0.2,-2.0587344766188e-07,0.1,0.08,-0.20659589128831,0.036069999999999,0.99272
0.3,-3.9074805105305e-07,0.1,0.12,-0.39211924992414,0.036069999999999,0.95272
0.4,-6.7268742371426e-07,0.1,0.16,-0.67504799399352,0.036069999999999,0.91272
0.5,-1.0926950591799e-06,0.1,0.2,-1.0965295050014,0.036069999999999,0.87272
0.6,-1.7061361252635e-06,0.1,0.24,-1.7121232361975,0.036069999999999,0.83272
0.72,-2.7919431913641e-06,0.12,0.288,-2.8017405770244,0.036069999999999,0.78472
0.864,-4.7393480923225e-06,0.144,0.3456,-4.7559792405429,0.036069999999999,0.72712
1,-7.2960565454859e-06,0.136,0.4,-7.3216596021655,0.036069999999999,0.67272
