time,I_YSZ_bottom,dt,eta_total,j_YSZ_bottom,numerical_phi_YSZ,phi_LSM_model
0,0,0,0,0,0.036069999999998,1.07272
0.01,-1.3667760635542e-08,0.01,0.004,-0.013715723044832,0.036069999999998,1.06872
0.029,-3.9509318411223e-08,0.019,0.0116,-0.039647963076646,0.036069999999998,1.06112
0.0651,-9.0325103189937e-08,0.0361,0.02604,-0.090642068761976,0.036069999999998,1.04668
0.1,-1.4339764661754e-07,0.0349,0.04,-0.14390085243169,0.036069999999998,1.03272
0.2,-3.34565703211e-07,0.1,0.08,-0.33573974902726,0.036069999999998,0.99272
0.3,-6.1664669673672e-07,0.1,0.12,-0.61881061093193,0.036069999999998,0.95272
0.4,-1.0323857864911e-06,0.1,0.16,-1.0360085972028,0.036069999999998,0.91272
0.5,-1.631555061859e-06,0.1,0.2,-1.6372804556336,0.036069999999998,0.87272
0.6,-2.4719970724465e-06,0.1,0.24,-2.4806717148047,0.036069999999998,0.83272
0.72,-3.8828111822054e-06,0.12,0.288,-3.8964366022052,0.036069999999998,0.78472
0.864,-6.2608877896991e-06,0.144,0.3456,-6.2828582697722,0.036069999999998,0.72712
1,-9.2319302598235e-06,0.136,0.4,-9.264326614242,0.036069999999998,0.67272
