time,I_YSZ_bottom,dt,eta_total,j_YSZ_bottom,numerical_phi_YSZ,phi_LSM_model
0,0,0,0,0,0.036069999999999,1.07272
0.01,-5.6990296663995e-09,0.01,0.004,-0.0057190284943497,0.036069999999999,1.06872
0.029,-1.6478695746672e-08,0.019,0.0116,-0.016536522187377,0.036069999999999,1.06112
0.0651,-3.7643984953013e-08,0.0361,0.02604,-0.037776083858002,0.036069999999999,1.04668
0.1,-5.9680185513841e-08,0.0349,0.04,-0.059889613053614,0.036069999999999,1.03272
0.2,-1.3801845421111e-07,0.1,0.08,-0.13850278355861,0.036069999999999,0.99272
0.3,-2.5080635324902e-07,0.1,0.12,-0.25168647379603,0.036069999999999,0.95272
0.4,-4.1351673403898e-07,0.1,0.16,-0.41496783194558,0.036069999999999,0.91272
0.5,-6.4702028906447e-07,0.1,0.2,-0.6492907891669,0.036069999999999,0.87272
0.6,-9.8259823979419e-07,0.1,0.24,-0.9860463378551,0.036069999999999,0.83272
0.72,-1.5816826672096e-06,0.12,0.288,-1.587233050588,0.036069999999999,0.78472
0.864,-2.7013005526937e-06,0.144,0.3456,-2.7107798584979,0.036069999999999,0.72712
1,-4.2665314457725e-06,0.136,0.4,-4.2815034029868,0.036069999999999,0.67272
