time,I_YSZ_bottom,dt,eta_total,j_YSZ_bottom,numerical_phi_YSZ,phi_LSM_model
0,0,0,0,0,0.036069999999998,1.07272
0.01,-1.5246369616274e-08,0.01,0.004,-0.015299871622873,0.036069999999998,1.06872
0.029,-4.4106665987378e-08,0.019,0.0116,-0.044261443497967,0.036069999999998,1.06112
0.0651,-1.0129586726859e-07,0.0361,0.02604,-0.10165133104754,0.036069999999998,1.04668
0.1,-1.6199113635608e-07,0.0349,0.04,-0.16255958976922,0.036069999999998,1.03272
0.2,-3.8926480291462e-07,0.1,0.08,-0.39063079682521,0.036069999999998,0.99272
0.3,-7.3731384375179e-07,0.1,0.12,-0.73990119871739,0.036069999999998,0.95272
0.4,-1.2499754312359e-06,0.1,0.16,-1.2543617996275,0.036069999999998,0.91272
0.5,-1.9663417684835e-06,0.1,0.2,-1.9732419836116,0.036069999999998,0.87272
0.6,-2.9260244891063e-06,0.1,0.24,-2.9362923879876,0.036069999999998,0.83272
0.72,-4.4502975516749e-06,0.12,0.288,-4.4659143742347,0.036069999999998,0.78472
0.864,-6.8709625645197e-06,0.144,0.3456,-6.8950738968383,0.036069999999998,0.72712
1,-9.7577056096806e-06,0.136,0.4,-9.7919469958637,0.036069999999998,0.67272
