time,I_YSZ_bottom,dt,eta_total,j_YSZ_bottom,numerical_phi_YSZ,phi_LSM_model
0,0,0,0,0,0.036069999999998,1.07272
0.01,-6.5926227009872e-09,0.01,0.004,-0.0066157572931643,0.036069999999998,1.06872
0.029,-1.9075254502148e-08,0.019,0.0116,-0.019142192692546,0.036069999999998,1.06112
0.0651,-4.3820471845899e-08,0.0361,0.02604,-0.0439742450544,0.036069999999998,1.04668
0.1,-7.0067608541833e-08,0.0349,0.04,-0.070313487249285,0.036069999999998,1.03272
0.2,-1.6867233760332e-07,0.1,0.08,-0.16926423644525,0.036069999999998,0.99272
0.3,-3.2316454293501e-07,0.1,0.12,-0.32429858021365,0.036069999999998,0.95272
0.4,-5.6263960095764e-07,0.1,0.16,-0.56461399541357,0.036069999999998,0.91272
0.5,-9.2587237975231e-07,0.1,0.2,-0.92912141748511,0.036069999999998,0.87272
0.6,-1.4674572792393e-06,0.1,0.24,-1.4726068270342,0.036069999999998,0.83272
0.72,-2.4519190645973e-06,0.12,0.288,-2.4605232499395,0.036069999999998,0.78472
0.864,-4.2793190362369e-06,0.144,0.3456,-4.2943358671992,0.036069999999998,0.72712
1,-6.7549277193443e-06,0.136,0.4,-6.7786318663978,0.036069999999998,0.67272
