time,I_YSZ_bottom,dt,eta_total,j_YSZ_bottom,numerical_phi_YSZ,phi_LSM_model
0,0,0,0,0,0.036069999999999,1.07272
0.01,-5.9808713838561e-09,0.01,0.004,-0.0060018592405264,0.036069999999999,1.06872
0.029,-1.731482472196e-08,0.019,0.0116,-0.017375585276102,0.036069999999999,1.06112
0.0651,-3.989194127915e-08,0.0361,0.02604,-0.040031928630847,0.036069999999999,1.04668
0.1,-6.4142196193199e-08,0.0349,0.04,-0.064367281658813,0.036069999999999,1.03272
0.2,-1.5837132115409e-07,0.1,0.08,-0.15892707204317,0.036069999999999,0.99272
0.3,-3.1286358768585e-07,0.1,0.12,-0.31396147722639,0.036069999999999,0.95272
0.4,-5.5965204749843e-07,0.1,0.16,-0.56161595814025,0.036069999999999,0.91272
0.5,-9.3826925350893e-07,0.1,0.2,-0.94156179390093,0.036069999999999,0.87272
0.6,-1.5016736063963e-06,0.1,0.24,-1.5069432248839,0.036069999999999,0.83272
0.72,-2.5155437546149e-06,0.12,0.288,-2.5243712094089,0.036069999999999,0.78472
0.864,-4.3717039902652e-06,0.144,0.3456,-4.3870450151533,0.036069999999999,0.72712
1,-6.8584476681304e-06,0.136,0.4,-6.882515083629,0.036069999999999,0.67272
