time,I_YSZ_bottom,dt,eta_total,j_YSZ_bottom,numerical_phi_YSZ,phi_LSM_model
0,0,0,0,0,0.036069999999998,1.07272
0.01,-7.1691385797108e-09,0.01,0.004,-0.0071942962604738,0.036069999999998,1.06872
0.029,-2.0746945285595e-08,0.019,0.0116,-0.020819749712584,0.036069999999998,1.06112
0.0651,-4.7720808918445e-08,0.0361,0.02604,-0.047888269048163,0.036069999999998,1.04668
0.1,-7.6509174378831e-08,0.0349,0.04,-0.076777657595199,0.036069999999998,1.03272
0.2,-1.8643001296188e-07,0.1,0.08,-0.18708422639333,0.036069999999998,0.99272
0.3,-3.6244803454467e-07,0.1,0.12,-0.36371992402552,0.036069999999998,0.95272
0.4,-6.3880082038783e-07,0.1,0.16,-0.64104247702925,0.036069999999998,0.91272
0.5,-1.0579148706836e-06,0.1,0.2,-1.0616272671306,0.036069999999998,0.87272
0.6,-1.6757008239723e-06,0.1,0.24,-1.6815811324522,0.036069999999998,0.83272
0.72,-2.7749612498541e-06,0.12,0.288,-2.7846990431018,0.036069999999998,0.78472
0.864,-4.7558125378659e-06,0.144,0.3456,-4.7725014625207,0.036069999999998,0.72712
1,-7.3679401763927e-06,0.136,0.4,-7.3937954844996,0.036069999999998,0.67272
