time,I_YSZ_bottom,dt,eta_total,j_YSZ_bottom,numerical_phi_YSZ,phi_LSM_model
0,0,0,0,0,0.036069999999999,1.07272
0.01,-9.8630099168123e-09,0.01,0.004,-0.009897620833046,0.036069999999999,1.06872
0.029,-2.8527323531457e-08,0.019,0.0116,-0.028627430579249,0.036069999999999,1.06112
0.0651,-6.5448590939737e-08,0.0361,0.02604,-0.065678260758356,0.036069999999999,1.04668
0.1,-1.0449820271855e-07,0.0349,0.04,-0.10486490401677,0.036069999999999,1.03272
0.2,-2.4975131455178e-07,0.1,0.08,-0.25062773279531,0.036069999999999,0.99272
0.3,-4.7332426233104e-07,0.1,0.12,-0.47498523464407,0.036069999999999,0.95272
0.4,-8.1178028497998e-07,0.1,0.16,-0.81462895487695,0.036069999999999,0.91272
0.5,-1.3087277317163e-06,0.1,0.2,-1.3133202715471,0.036069999999999,0.87272
0.6,-2.0179433201362e-06,0.1,0.24,-2.0250246135554,0.036069999999999,0.83272
0.72,-3.2352091972703e-06,0.12,0.288,-3.2465620759017,0.036069999999999,0.78472
0.864,-5.3532018462482e-06,0.144,0.3456,-5.3719871077703,0.036069999999999,0.72712
1,-8.0895579039941e-06,0.136,0.4,-8.1179454868257,0.036069999999999,0.67272
